Rank,Folder,"Max Clients","Unique Clients","Total Data","Avg Usage"
63,"Top > 71 University Place",6,24,"44.79 MB","11.94 Kbps"
64,"Top > Princeton Station",11,33,"41.63 MB","6.34 Kbps"
65,"Top > 693 Alexander Rd.",21,21,"40.79 MB","1.06 Kbps"
66,"Top > McCarter Theater",32,63,"38.79 MB","0.54 Kbps"
67,"Top > Bobst Hall",8,15,"38.50 MB","1.79 Kbps"
68,"Top > Fisher-Bendheim-Corwin",10,27,"34.02 MB","0.66 Kbps"
69,"Top > Jones Hall",21,86,"26.23 MB","0.85 Kbps"
70,"Top > 91 Prospect Ave.",11,13,"23.80 MB","1.41 Kbps"
71,"Top > West College",20,25,"20.47 MB","0.61 Kbps"
72,"Top > Forrestal Campus > Gas Dynamics",6,6,"19.17 MB","0.73 Kbps"
73,"Top > Engineering Quad > A Wing",13,14,"17.95 MB","0.77 Kbps"
74,"Top > Prospect House",18,73,"17.56 MB","0.59 Kbps"
75,"Top > 755 Alexander Rd.",13,13,"17.17 MB","0.40 Kbps"
76,"Top > Engineering Quad > G Wing",5,5,"15.96 MB","1.06 Kbps"
77,"Top > 87 Prospect",26,28,"15.72 MB","0.73 Kbps"
78,"Top > Hoyt Lab",7,15,"14.96 MB","0.44 Kbps"
79,"Top > 221 Nassau St.",14,16,"13.30 MB","0.95 Kbps"
80,"Top > Eno Hall",12,32,"12.84 MB","1.37 Kbps"
81,"Top > Princeton Stadium",7,12,"12.72 MB","0.15 Kbps"
82,"Top > Sayre Hall",4,4,"11.33 MB","1.21 Kbps"
83,"Top > Bendheim Center for Finance",4,14,"10.02 MB","0.63 Kbps"
84,"Top > Dickinson Hall",14,28,"8.08 MB","0.23 Kbps"
85,"Top > Mudd Library",4,11,"6.75 MB","0.15 Kbps"
86,"Top > 194 Nassau St.",9,12,"6.32 MB","0.28 Kbps"
87,"Top > Chilled Water-CoGen-ElmSubStation > Chilled Water Plant",5,14,"6.28 MB","0.37 Kbps"
88,"Top > PU Press",9,12,"5.98 MB","0.14 Kbps"
89,"Top > Shea Rowing Center",8,8,"5.23 MB","0.21 Kbps"
90,"Top > Alexander Hall",8,21,"4.29 MB","0.31 Kbps"
91,"Top > 294 Alexander Street",2,4,"3.47 MB","0.25 Kbps"
92,"Top > GBM-Trailer",4,9,"3.08 MB","0.47 Kbps"
93,"Top > 201 Nassau St.",7,10,"3.08 MB","0.22 Kbps"
94,"Top > 350 Alexander",2,4,"3.05 MB","0.81 Kbps"
95,"Top > Roberts Stadium",2,7,"2.92 MB","0.21 Kbps"
96,"Top > Von Neumann Hall",9,9,"2.77 MB","0.25 Kbps"
97,"Top > Stanhope Hall",5,21,"2.60 MB","0.15 Kbps"
98,"Top > Elementary Particles Lab",6,6,"2.57 MB","0.12 Kbps"
99,"Top > 169 Nassau St.",6,8,"1.17 MB","0.42 Kbps"
100,"Top > Henry House",5,7,"0.98 MB","0.17 Kbps"
101,"Top > 5 Ivy Lane",3,5,"0.88 MB","0.06 Kbps"
102,"Top > Maclean House",2,8,"0.55 MB","0.08 Kbps"
103,"Top > Chapel",1,10,"0.35 MB","0.03 Kbps"
104,"Top > 179-183 Nassau St.",3,4,"0.29 MB","0.10 Kbps"
105,"Top > Haaga House",1,5,"0.20 MB","0.03 Kbps"
106,"Top > West Windsor Maintenance Yard",1,1,"0.15 MB","0.05 Kbps"
107,"Top > Whig Hall",1,7,"0.11 MB","0.01 Kbps"
108,"Top > Forrestal Campus > Recap",1,1,"0.09 MB","0.02 Kbps"
109,"Top > 1952 Field House",0,0,"0.04 MB","0.01 Kbps"
110,"Top > Friend Center > Friend Center Event APs",0,1,"0.03 MB","0 Kbps"
111,"Top > Clark Field",0,1,"0 MB","0 Kbps"
112,"Top > Dodge Hall",4,4,"0 MB","0 Kbps"
113,"Top > HPCRC - 151 Forrestal Rd.",0,0,"0 MB","0 Kbps"
114,"Top > Aaron Burr",4,4,"0 MB","0 Kbps"
115,"Top > Charlton St Substation",0,0,"0 MB","0 Kbps"
116,"Top > Fitzrandolph Observatory",0,0,"0 MB","0 Kbps"
117,"Top > 171 Broadmead St.",0,0,"0 MB","0 Kbps"
118,"Top > 262 Alexander St.",2,2,"0 MB","0 Kbps"
119,"Top > Forrestal Campus > PUAM-SF",0,0,"0 MB","0 Kbps"
120,Top,0,0,"0 MB","0 Kbps"
121,"Top > Cordish Family Pavilion",0,0,"0 MB","0 Kbps"
122,"Top > Scheide Caldwell House",2,2,"0 MB","0 Kbps"
123,"Top > 16 Stockton St.",0,0,"0 MB","0 Kbps"
124,"Top > Center for Jewish Life",1,1,"0 MB","0 Kbps"
125,"Top > Forrestal Campus > Printing Services",0,0,"0 MB","0 Kbps"
126,"Top > Murray-Dodge",2,2,"0 MB","0 Kbps"
127,"Top > Chilled Water-CoGen-ElmSubStation > Elm Drive Sub Station",0,0,"0 MB","0 Kbps"
128,"Top > 26 College Road West",0,0,"0 MB","0 Kbps"
129,"Top > Green Hall",0,0,"0 MB","0 Kbps"
130,"Top > 34-Chambers",5,5,"0 MB","0 Kbps"
131,"Top > McCormick Hall",2,2,"0 MB","0 Kbps"
