Rank,Folder,"Max Clients","Unique Clients","Total Data","Avg Usage"
54,"Top > 185 Nassau St.",42,269,"837.57 MB","9.02 Kbps"
55,"Top > McCosh Hall",117,1494,"754.27 MB","20.11 Kbps"
56,"Top > McCosh Infirmary",59,463,"747.13 MB","11.22 Kbps"
57,"Top > Jones Hall",45,1005,"712.23 MB","23.98 Kbps"
58,"Top > 200 Elm Dr.",34,76,"678.99 MB","42.60 Kbps"
59,"Top > 221 Nassau St.",33,158,"654.11 MB","46.51 Kbps"
60,"Top > Elementary Particles Lab",15,53,"647.59 MB","30.03 Kbps"
61,"Top > 701 Carnegie",60,61,"629.27 MB","19.98 Kbps"
62,"Top > Sayre Hall",8,8,"565.72 MB","62.86 Kbps"
63,"Top > Engineering Quad > G Wing",12,19,"452.84 MB","30.19 Kbps"
64,"Top > Maclean House",31,278,"448.70 MB","68.37 Kbps"
65,"Top > Bowen Hall",13,35,"395.41 MB","7.27 Kbps"
66,"Top > 22 Chambers St.",23,107,"392.74 MB","24.64 Kbps"
67,"Top > 179-183 Nassau St.",19,130,"381.05 MB","135.48 Kbps"
68,"Top > Clio Hall",34,407,"332.11 MB","14.76 Kbps"
69,"Top > Architecture Lab",24,84,"328.53 MB","87.61 Kbps"
70,"Top > Stanhope Hall",23,285,"323.32 MB","19.16 Kbps"
71,"Top > 71 University Place",13,151,"277.43 MB","73.98 Kbps"
72,"Top > Princeton Stadium",9,66,"263.45 MB","3.12 Kbps"
73,"Top > 48 Unversity Place",47,378,"244.31 MB","11.33 Kbps"
74,"Top > Princeton Station",16,115,"234.71 MB","35.77 Kbps"
75,"Top > MacMillan Building",48,69,"233.87 MB","5.31 Kbps"
76,"Top > Dickinson Hall",29,428,"217.75 MB","6.11 Kbps"
77,"Top > 194 Nassau St.",21,207,"197.06 MB","8.76 Kbps"
78,"Top > Baker Rink",21,154,"195.65 MB","6.14 Kbps"
79,"Top > Dillon Court East/West",40,396,"179.28 MB","7.65 Kbps"
80,"Top > Caldwell Field House",19,43,"173.84 MB","2.94 Kbps"
81,"Top > Whig Hall",22,411,"153.19 MB","8.60 Kbps"
82,"Top > PU Press",17,118,"146.53 MB","3.33 Kbps"
83,"Top > Forrestal Campus > Gas Dynamics",7,8,"124.12 MB","4.73 Kbps"
84,"Top > 201 Nassau St.",15,143,"109.27 MB","7.77 Kbps"
85,"Top > 282 Alexander",18,204,"104.36 MB","15.90 Kbps"
86,"Top > West College",20,158,"96.25 MB","2.85 Kbps"
87,"Top > 199 Nassau St.",19,139,"91.26 MB","13.91 Kbps"
88,"Top > 294 Alexander Street",12,88,"89.81 MB","6.39 Kbps"
89,"Top > 755 Alexander Rd.",15,16,"78.33 MB","1.82 Kbps"
90,"Top > 169 Nassau St.",25,213,"78.20 MB","27.81 Kbps"
91,"Top > New South Building",47,159,"76.76 MB","2.10 Kbps"
92,"Top > GBM-Trailer",7,59,"74.40 MB","11.34 Kbps"
93,"Top > Henry House",25,238,"69 MB","12.78 Kbps"
94,"Top > Shea Rowing Center",15,22,"50.86 MB","2.01 Kbps"
95,"Top > Mudd Library",8,87,"46.11 MB","1.02 Kbps"
96,"Top > 5 Ivy Lane",8,29,"40.16 MB","2.68 Kbps"
97,"Top > 4 Mercer",8,36,"28.03 MB","7.48 Kbps"
98,"Top > McDonnell Hall",12,30,"27.32 MB","0.89 Kbps"
99,"Top > 87 Prospect",27,30,"26.43 MB","1.23 Kbps"
100,"Top > Chilled Water-CoGen-ElmSubStation > Co-Gen Plant",9,17,"26.24 MB","1.65 Kbps"
101,"Top > Haaga House",10,112,"20.62 MB","3.14 Kbps"
102,"Top > 330 Alexander St.",19,58,"18.77 MB","0.80 Kbps"
103,"Top > 91 Prospect Ave.",10,32,"18.41 MB","1.09 Kbps"
104,"Top > 16 Stockton St.",6,47,"18.39 MB","19.62 Kbps"
105,"Top > Roberts Stadium",10,87,"15.21 MB","1.08 Kbps"
106,"Top > 350 Alexander",12,117,"14.62 MB","3.90 Kbps"
107,"Top > Chilled Water-CoGen-ElmSubStation > Chilled Water Plant",6,26,"10.53 MB","0.62 Kbps"
108,"Top > 1952 Field House",3,20,"2.12 MB","0.32 Kbps"
109,"Top > Fitzrandolph Observatory",2,5,"0.95 MB","1.02 Kbps"
110,"Top > Clark Field",1,3,"0.50 MB","0.54 Kbps"
111,"Top > LCA",2,2,"0.33 MB","0.09 Kbps"
112,"Top > Chilled Water-CoGen-ElmSubStation > Elm Drive Sub Station",1,4,"0.15 MB","0.16 Kbps"
113,"Top > Charlton St Substation",0,1,"0.12 MB","0.13 Kbps"
114,"Top > Forrestal Campus > Recap",1,1,"0.09 MB","0.02 Kbps"
115,"Top > West Windsor Maintenance Yard",1,7,"0.03 MB","0.01 Kbps"
116,"Top > Dodge Hall",4,4,"0 MB","0 Kbps"
117,"Top > HPCRC - 151 Forrestal Rd.",0,0,"0 MB","0 Kbps"
118,"Top > Aaron Burr",4,4,"0 MB","0 Kbps"
119,"Top > 171 Broadmead St.",0,0,"0 MB","0 Kbps"
120,"Top > 262 Alexander St.",2,2,"0 MB","0 Kbps"
121,"Top > Forrestal Campus > PUAM-SF",0,0,"0 MB","0 Kbps"
122,Top,0,0,"0 MB","0 Kbps"
123,"Top > Cordish Family Pavilion",0,0,"0 MB","0 Kbps"
124,"Top > Scheide Caldwell House",2,2,"0 MB","0 Kbps"
125,"Top > Center for Jewish Life",1,1,"0 MB","0 Kbps"
126,"Top > Forrestal Campus > Printing Services",0,0,"0 MB","0 Kbps"
127,"Top > Murray-Dodge",2,2,"0 MB","0 Kbps"
128,"Top > 26 College Road West",0,0,"0 MB","0 Kbps"
129,"Top > Green Hall",0,0,"0 MB","0 Kbps"
130,"Top > 34-Chambers",5,5,"0 MB","0 Kbps"
131,"Top > McCormick Hall",2,2,"0 MB","0 Kbps"
