Rank,Folder,"Max Clients","Unique Clients","Total Data","Avg Usage"
1,"Top > Frist Campus Center",379,873,"35.18 GB","334.11 Kbps"
2,"Top > Engineering Quad > D Wing",84,168,"28.06 GB","725.14 Kbps"
3,"Top > Firestone Library",335,466,"26.99 GB","152.25 Kbps"
4,"Top > Dillon Gym",161,526,"23.43 GB","413.30 Kbps"
5,"Top > Engineering Quad > J Wing",48,106,"22.30 GB","651.90 Kbps"
6,"Top > Moffett-Schultz Laboratory",91,340,"21.07 GB","304.11 Kbps"
7,"Top > 20 Washington Road (Old Frick)",181,477,"19.19 GB","125.41 Kbps"
8,"Top > Frick Chemistry Laboratory",300,433,"17.12 GB","172.97 Kbps"
9,"Top > McCosh Infirmary",140,427,"15 GB","234.78 Kbps"
10,"Top > MacMillan Building",231,360,"14.47 GB","342.09 Kbps"
11,"Top > Guyot Hall",194,573,"13.32 GB","105.68 Kbps"
12,"Top > 701 Carnegie",275,321,"13.09 GB","415.48 Kbps"
13,"Top > Engineering Quad > E Wing",121,280,"12.88 GB","367 Kbps"
14,"Top > 755 Alexander Rd.",32,63,"11.24 GB","271.43 Kbps"
15,"Top > Engineering Quad > C Wing",99,307,"11.01 GB","382.27 Kbps"
16,"Top > Fine Hall",187,810,"10.41 GB","105.11 Kbps"
17,"Top > Computer Science",111,367,"10 GB","226.83 Kbps"
18,"Top > Neuro-Institute-Psych",262,334,"9.99 GB","75.99 Kbps"
19,"Top > Jadwin Hall",174,453,"9.87 GB","78.32 Kbps"
20,"Top > East Pyne Building",251,814,"9.60 GB","166.64 Kbps"
21,"Top > Robertson Hall",157,504,"9.05 GB","139.60 Kbps"
22,"Top > Thomas Laboratory",147,450,"8.63 GB","94.92 Kbps"
23,"Top > Carl Icahn",118,327,"7.60 GB","94.93 Kbps"
24,"Top > Architecture Building",65,255,"7.55 GB","199.67 Kbps"
25,"Top > Wallace Hall",104,160,"7.37 GB","221.22 Kbps"
26,"Top > Lewis Science Library",88,144,"7.32 GB","169.36 Kbps"
27,"Top > McDonnell Hall",212,271,"7.20 GB","235.22 Kbps"
28,"Top > Friend Center",83,152,"6.51 GB","141.87 Kbps"
29,"Top > 87 Prospect",94,120,"6.20 GB","299.75 Kbps"
30,"Top > Andlinger",113,214,"5.87 GB","90.65 Kbps"
31,"Top > 693 Alexander Rd.",74,97,"5.57 GB","151.06 Kbps"
32,"Top > 194 Nassau St.",38,207,"5.42 GB","250.86 Kbps"
33,"Top > New South Building",163,355,"4.74 GB","134.93 Kbps"
34,"Top > 22 Chambers St.",74,163,"4.71 GB","307.86 Kbps"
35,"Top > Sherrerd Hall",98,194,"4.57 GB","89.18 Kbps"
36,"Top > Jadwin Gym",92,214,"4.05 GB","58.41 Kbps"
37,"Top > Engineering Quad > G Wing",27,55,"3.97 GB","275.36 Kbps"
38,"Top > Peyton Hall",78,298,"3.96 GB","64.70 Kbps"
39,"Top > Engineering Quad > B Wing",52,122,"3.93 GB","90.92 Kbps"
40,"Top > West College",82,179,"3.81 GB","117.65 Kbps"
41,"Top > Princeton Stadium",68,216,"3.65 GB","45 Kbps"
42,"Top > Hoyt Lab",37,126,"3.57 GB","110.29 Kbps"
43,"Top > PU Press",75,232,"3.39 GB","80.26 Kbps"
44,"Top > 36 University Place",71,262,"3.33 GB","72.59 Kbps"
45,"Top > 228 Alexander St.",42,100,"3.22 GB","162.38 Kbps"
46,"Top > 200 Elm Dr.",65,156,"3.09 GB","201.96 Kbps"
47,"Top > 221 Nassau St.",54,210,"3.01 GB","223.16 Kbps"
48,"Top > Nassau Hall",95,435,"3.01 GB","49.18 Kbps"
49,"Top > Fisher-Bendheim-Corwin",88,360,"3.01 GB","60.72 Kbps"
50,"Top > Dickinson Hall",43,285,"2.96 GB","86.61 Kbps"
51,"Top > Shea Rowing Center",67,96,"2.93 GB","120.43 Kbps"
52,"Top > Engineering Quad > A Wing",72,124,"2.73 GB","121.22 Kbps"
53,"Top > 185 Nassau St.",66,279,"2.49 GB","27.95 Kbps"
54,"Top > Dillon Court East/West",35,196,"2.44 GB","108.44 Kbps"
55,"Top > 330 Alexander St.",98,214,"2.32 GB","103.05 Kbps"
56,"Top > Caldwell Field House",54,148,"2.27 GB","40.07 Kbps"
57,"Top > Elementary Particles Lab",19,96,"2.16 GB","104.36 Kbps"
58,"Top > Forrestal Campus > Recap",11,11,"2.14 GB","595.81 Kbps"
59,"Top > Bowen Hall",23,69,"2.03 GB","38.86 Kbps"
60,"Top > Prospect House",70,416,"2.02 GB","70.19 Kbps"
61,"Top > West Windsor Maintenance Yard",26,56,"1.78 GB","657.61 Kbps"
62,"Top > Bendheim Center for Finance",23,175,"1.61 GB","105.19 Kbps"
63,"Top > 1879 Hall",79,722,"1.59 GB","40.20 Kbps"
64,"Top > Stanhope Hall",16,162,"1.58 GB","97.57 Kbps"
65,"Top > Baker Rink",52,424,"1.51 GB","49.34 Kbps"
66,"Top > Jones Hall",56,267,"1.33 GB","44.77 Kbps"
67,"Top > 306 Alexander",49,186,"1.22 GB","135.68 Kbps"
68,"Top > Von Neumann Hall",18,43,"1.18 GB","108.90 Kbps"
69,"Top > 58 Prospect",31,135,"1.18 GB","46.67 Kbps"
70,"Top > DeNunzio Pool",28,64,"1.17 GB","68.68 Kbps"
71,"Top > Friend Center > Friend Center Event APs",37,74,"1.13 GB","139.75 Kbps"
72,"Top > McCosh Hall",63,310,"952.32 MB","26.45 Kbps"
73,"Top > 91 Prospect Ave.",29,65,"820.58 MB","50.65 Kbps"
74,"Top > Lowrie House",12,14,"812.94 MB","60.22 Kbps"
75,"Top > Princeton Station",30,208,"787.42 MB","124.99 Kbps"
76,"Top > McCarter Theater",81,405,"750.10 MB","10.97 Kbps"
77,"Top > Architecture Lab",41,262,"744.42 MB","206.78 Kbps"
78,"Top > 350 Alexander",13,110,"738.30 MB","205.08 Kbps"
79,"Top > Maclean House",22,149,"709.39 MB","112.60 Kbps"
80,"Top > Woolworth Music Center",58,328,"684.35 MB","12.89 Kbps"
81,"Top > GBM-Trailer",24,151,"668.70 MB","106.14 Kbps"
82,"Top > Eno Hall",25,121,"629.64 MB","69.96 Kbps"
83,"Top > Chapel",32,244,"602.39 MB","51.49 Kbps"
84,"Top > LCA",20,35,"550.36 MB","152.88 Kbps"
85,"Top > Chilled Water-CoGen-ElmSubStation > Chilled Water Plant",16,89,"425.18 MB","26.25 Kbps"
86,"Top > Clio Hall",42,192,"412.93 MB","19.12 Kbps"
87,"Top > 48 Unversity Place",19,116,"396.95 MB","19.18 Kbps"
88,"Top > 282 Alexander",33,342,"393.12 MB","62.40 Kbps"
89,"Top > Sayre Hall",21,35,"387.60 MB","43.07 Kbps"
90,"Top > Palmer House",15,71,"375.69 MB","23.19 Kbps"
91,"Top > Engineering Quad > F Wing",26,106,"349.20 MB","32.33 Kbps"
92,"Top > Mudd Library",21,126,"321.48 MB","7.44 Kbps"
93,"Top > 169 Nassau St.",23,136,"307 MB","113.70 Kbps"
94,"Top > 71 University Place",18,112,"269.47 MB","74.85 Kbps"
95,"Top > Chilled Water-CoGen-ElmSubStation > Co-Gen Plant",16,66,"267.14 MB","17.46 Kbps"
96,"Top > Campus Club",28,362,"251.49 MB","14.71 Kbps"
97,"Top > 179-183 Nassau St.",12,70,"223.30 MB","82.70 Kbps"
98,"Top > Whig Hall",18,168,"182.94 MB","10.70 Kbps"
99,"Top > Cordish Family Pavilion",2,4,"174.14 MB","48.37 Kbps"
100,"Top > Forrestal Campus > Gas Dynamics",14,21,"171.57 MB","6.81 Kbps"
101,"Top > 201 Nassau St.",16,164,"95.61 MB","7.08 Kbps"
102,"Top > Bobst Hall",16,64,"92.59 MB","4.47 Kbps"
103,"Top > 4 Mercer",6,26,"91.38 MB","25.38 Kbps"
104,"Top > Henry House",23,136,"75.66 MB","14.01 Kbps"
105,"Top > Fitzrandolph Observatory",6,42,"72.90 MB","81 Kbps"
106,"Top > Roberts Stadium",14,150,"72.85 MB","5.40 Kbps"
107,"Top > Alexander Hall",15,71,"54.53 MB","4.04 Kbps"
108,"Top > 199 Nassau St.",17,107,"53.98 MB","8.57 Kbps"
109,"Top > 16 Stockton St.",7,40,"51.01 MB","56.68 Kbps"
110,"Top > Haaga House",11,109,"16.88 MB","2.68 Kbps"
111,"Top > 294 Alexander Street",10,103,"15.60 MB","1.16 Kbps"
112,"Top > 1952 Field House",2,25,"13.43 MB","2.13 Kbps"
113,"Top > 5 Ivy Lane",7,41,"8.75 MB","0.61 Kbps"
114,"Top > Chilled Water-CoGen-ElmSubStation > Elm Drive Sub Station",2,9,"6.49 MB","7.21 Kbps"
115,"Top > Clark Field",0,2,"0.01 MB","0.02 Kbps"
116,"Top > Charlton St Substation",0,1,"0.01 MB","0.01 Kbps"
117,"Top > HPCRC - 151 Forrestal Rd.",0,0,"0 MB","0 Kbps"
118,"Top > Dodge Hall",4,4,"0 MB","0 Kbps"
119,"Top > Aaron Burr",4,4,"0 MB","0 Kbps"
120,"Top > 171 Broadmead St.",0,0,"0 MB","0 Kbps"
121,"Top > 262 Alexander St.",2,2,"0 MB","0 Kbps"
122,"Top > Forrestal Campus > PUAM-SF",0,0,"0 MB","0 Kbps"
123,Top,0,0,"0 MB","0 Kbps"
124,"Top > Scheide Caldwell House",2,2,"0 MB","0 Kbps"
125,"Top > Center for Jewish Life",1,1,"0 MB","0 Kbps"
126,"Top > Forrestal Campus > Printing Services",0,0,"0 MB","0 Kbps"
127,"Top > Murray-Dodge",2,2,"0 MB","0 Kbps"
128,"Top > 26 College Road West",0,0,"0 MB","0 Kbps"
129,"Top > Green Hall",0,0,"0 MB","0 Kbps"
130,"Top > 34-Chambers",5,5,"0 MB","0 Kbps"
131,"Top > McCormick Hall",2,2,"0 MB","0 Kbps"
