Rank,Folder,"Max Clients","Unique Clients","Total Data","Avg Usage"
1,"Top > Firestone Library",606,811,"62.06 GB","336.04 Kbps"
2,"Top > Lewis Science Library",225,351,"60.30 GB","1.34 Mbps"
3,"Top > Frist Campus Center",690,1399,"55.21 GB","546.63 Kbps"
4,"Top > Neuro-Institute-Psych",462,538,"49.75 GB","363.47 Kbps"
5,"Top > 20 Washington Road (Old Frick)",367,926,"40.89 GB","256.60 Kbps"
6,"Top > Computer Science",239,673,"38.33 GB","834.48 Kbps"
7,"Top > Frick Chemistry Laboratory",447,592,"32.80 GB","341.50 Kbps"
8,"Top > Jadwin Hall",334,622,"30.71 GB","234.02 Kbps"
9,"Top > Robertson Hall",254,734,"28.05 GB","444.76 Kbps"
10,"Top > Architecture Building",164,383,"27.75 GB","704.88 Kbps"
11,"Top > Guyot Hall",257,785,"26.49 GB","201.80 Kbps"
12,"Top > East Pyne Building",272,1095,"24.94 GB","415.62 Kbps"
13,"Top > Dillon Gym",266,901,"22.77 GB","385.52 Kbps"
14,"Top > Moffett-Schultz Laboratory",168,318,"21.40 GB","296.38 Kbps"
15,"Top > 185 Nassau St.",87,432,"19.61 GB","211.29 Kbps"
16,"Top > Sherrerd Hall",227,389,"19.16 GB","358.49 Kbps"
17,"Top > Fine Hall",233,847,"17.28 GB","167.59 Kbps"
18,"Top > Thomas Laboratory",227,467,"16.53 GB","174.57 Kbps"
19,"Top > Carl Icahn",252,458,"16.09 GB","192.81 Kbps"
20,"Top > Wallace Hall",127,198,"14.27 GB","411.48 Kbps"
21,"Top > Engineering Quad > D Wing",101,192,"13.63 GB","338.18 Kbps"
22,"Top > Engineering Quad > E Wing",176,327,"12.38 GB","338.58 Kbps"
23,"Top > Engineering Quad > C Wing",128,412,"11.96 GB","398.60 Kbps"
24,"Top > McCarter Theater",175,640,"11.61 GB","162.95 Kbps"
25,"Top > Andlinger",161,344,"10.83 GB","160.42 Kbps"
26,"Top > Peyton Hall",126,399,"10.38 GB","162.77 Kbps"
27,"Top > West College",113,226,"10.29 GB","304.99 Kbps"
28,"Top > 1879 Hall",170,1167,"10.06 GB","243.95 Kbps"
29,"Top > Prospect House",206,1017,"9.03 GB","301.12 Kbps"
30,"Top > Friend Center",145,350,"8.50 GB","185.12 Kbps"
31,"Top > Shea Rowing Center",162,215,"8.27 GB","326.69 Kbps"
32,"Top > Engineering Quad > B Wing",106,160,"7.90 GB","175.62 Kbps"
33,"Top > Fisher-Bendheim-Corwin",129,491,"7.83 GB","151.80 Kbps"
34,"Top > Hoyt Lab",70,174,"7.36 GB","217.94 Kbps"
35,"Top > DeNunzio Pool",62,127,"7.34 GB","412 Kbps"
36,"Top > Engineering Quad > J Wing",94,202,"7.34 GB","205.90 Kbps"
37,"Top > Jadwin Gym",97,201,"7.22 GB","100.02 Kbps"
38,"Top > Woolworth Music Center",186,856,"6.09 GB","110.05 Kbps"
39,"Top > Caldwell Field House",119,224,"6.07 GB","102.75 Kbps"
40,"Top > Engineering Quad > F Wing",112,246,"5.99 GB","532.33 Kbps"
41,"Top > Dickinson Hall",63,333,"5.95 GB","166.99 Kbps"
42,"Top > Engineering Quad > A Wing",67,137,"5.77 GB","246.38 Kbps"
43,"Top > McCosh Infirmary",237,668,"5.24 GB","78.77 Kbps"
44,"Top > Engineering Quad > G Wing",73,111,"4.97 GB","331.56 Kbps"
45,"Top > 22 Chambers St.",89,176,"4.45 GB","279.29 Kbps"
46,"Top > 693 Alexander Rd.",95,103,"4.36 GB","113.56 Kbps"
47,"Top > 36 University Place",122,524,"4.33 GB","90.59 Kbps"
48,"Top > 701 Carnegie",274,291,"4.06 GB","134.41 Kbps"
49,"Top > Chapel",67,469,"3.65 GB","299.82 Kbps"
50,"Top > McCosh Hall",76,527,"3.56 GB","94.82 Kbps"
51,"Top > 330 Alexander St.",105,197,"3.21 GB","136.79 Kbps"
52,"Top > Eno Hall",76,209,"3.19 GB","340.39 Kbps"
53,"Top > Princeton Station",38,205,"3.05 GB","465.43 Kbps"
54,"Top > Bowen Hall",56,112,"2.93 GB","53.95 Kbps"
55,"Top > New South Building",163,416,"2.72 GB","74.37 Kbps"
56,"Top > 179-183 Nassau St.",26,169,"2.39 GB","849.93 Kbps"
57,"Top > 200 Elm Dr.",73,148,"2.33 GB","146.35 Kbps"
58,"Top > Campus Club",76,734,"2.21 GB","124.30 Kbps"
59,"Top > 5 Ivy Lane",12,25,"2.15 GB","143.20 Kbps"
60,"Top > 87 Prospect",61,76,"2.11 GB","97.91 Kbps"
61,"Top > MacMillan Building",195,215,"1.91 GB","43.28 Kbps"
62,"Top > PU Press",76,307,"1.72 GB","39.05 Kbps"
63,"Top > Nassau Hall",116,705,"1.70 GB","26.73 Kbps"
64,"Top > Von Neumann Hall",29,67,"1.68 GB","149.22 Kbps"
