Rank,Folder,"Max Clients","Unique Clients","Total Data","Avg Usage"
1,"Top > Architecture Building",62,83,"11.34 GB","287.93 Kbps"
2,"Top > 693 Alexander Rd.",25,25,"6.90 GB","179.59 Kbps"
3,"Top > Carl Icahn",49,60,"6.49 GB","77.77 Kbps"
4,"Top > Neuro-Institute-Psych",120,134,"6.09 GB","44.53 Kbps"
5,"Top > Engineering Quad > C Wing",32,39,"5.05 GB","168.34 Kbps"
6,"Top > Chilled Water-CoGen-ElmSubStation > Co-Gen Plant",5,6,"5.01 GB","314.65 Kbps"
7,"Top > Jadwin Hall",53,66,"3.88 GB","29.56 Kbps"
8,"Top > Fine Hall",44,76,"3.81 GB","36.91 Kbps"
9,"Top > Engineering Quad > E Wing",19,21,"2.55 GB","69.81 Kbps"
10,"Top > Sherrerd Hall",73,79,"2.23 GB","41.65 Kbps"
11,"Top > Computer Science",39,45,"1.51 GB","32.84 Kbps"
12,"Top > Firestone Library",82,91,"1.46 GB","7.90 Kbps"
13,"Top > Friend Center > Friend Center Event APs",4,5,"1.25 GB","148.24 Kbps"
14,"Top > Frick Chemistry Laboratory",80,87,"890.67 MB","8.64 Kbps"
15,"Top > Robertson Hall",33,50,"811.79 MB","12.03 Kbps"
16,"Top > 200 Elm Dr.",28,42,"786.88 MB","49.37 Kbps"
17,"Top > Andlinger",35,37,"781.62 MB","11.58 Kbps"
18,"Top > 36 University Place",37,101,"708.46 MB","14.82 Kbps"
19,"Top > 20 Washington Road (Old Frick)",43,64,"633.02 MB","3.97 Kbps"
20,"Top > Wallace Hall",27,31,"622.63 MB","17.95 Kbps"
21,"Top > Lowrie House",11,11,"575.95 MB","40.96 Kbps"
22,"Top > 185 Nassau St.",22,32,"548.08 MB","5.91 Kbps"
23,"Top > New South Building",41,61,"516.25 MB","14.12 Kbps"
24,"Top > Lewis Science Library",28,39,"482.45 MB","10.72 Kbps"
25,"Top > East Pyne Building",31,58,"477.62 MB","7.96 Kbps"
26,"Top > Jadwin Gym",23,26,"452.72 MB","6.27 Kbps"
27,"Top > Frist Campus Center",78,137,"357.42 MB","3.26 Kbps"
28,"Top > Guyot Hall",56,96,"314.12 MB","2.39 Kbps"
29,"Top > Chilled Water-CoGen-ElmSubStation > Chilled Water Plant",4,6,"310.42 MB","18.40 Kbps"
30,"Top > 48 Unversity Place",16,49,"290.87 MB","13.49 Kbps"
31,"Top > Engineering Quad > F Wing",16,18,"270.12 MB","24.01 Kbps"
32,"Top > Engineering Quad > D Wing",23,30,"265.83 MB","6.59 Kbps"
33,"Top > Dillon Court East/West",11,50,"251.17 MB","10.72 Kbps"
34,"Top > Engineering Quad > J Wing",22,24,"246.20 MB","6.91 Kbps"
35,"Top > McCosh Infirmary",56,83,"217.66 MB","3.27 Kbps"
36,"Top > Woolworth Music Center",26,47,"200.44 MB","3.62 Kbps"
37,"Top > Engineering Quad > B Wing",21,24,"199.96 MB","4.44 Kbps"
38,"Top > Thomas Laboratory",33,50,"171.05 MB","1.81 Kbps"
39,"Top > 22 Chambers St.",11,13,"169.04 MB","10.61 Kbps"
40,"Top > 701 Carnegie",60,60,"166.21 MB","5.07 Kbps"
41,"Top > 87 Prospect",25,26,"121.88 MB","5.65 Kbps"
42,"Top > Caldwell Field House",17,18,"117.34 MB","1.99 Kbps"
43,"Top > 1879 Hall",28,66,"103.09 MB","2.50 Kbps"
44,"Top > Dillon Gym",53,101,"100.45 MB","1.70 Kbps"
45,"Top > MacMillan Building",39,39,"99.93 MB","2.27 Kbps"
46,"Top > DeNunzio Pool",2,3,"94.14 MB","5.29 Kbps"
47,"Top > Roberts Stadium",6,14,"90.37 MB","6.43 Kbps"
48,"Top > 5 Ivy Lane",4,6,"84.87 MB","5.66 Kbps"
49,"Top > Palmer House",2,3,"81.36 MB","4.82 Kbps"
50,"Top > 282 Alexander",3,10,"66.08 MB","10.07 Kbps"
51,"Top > Engineering Quad > A Wing",13,15,"60.20 MB","2.57 Kbps"
52,"Top > Fisher-Bendheim-Corwin",11,29,"59.95 MB","1.16 Kbps"
53,"Top > Architecture Lab",20,26,"47.67 MB","12.71 Kbps"
54,"Top > Princeton Station",9,32,"46.96 MB","7.16 Kbps"
55,"Top > Moffett-Schultz Laboratory",32,51,"45.31 MB","0.63 Kbps"
56,"Top > Baker Rink",12,54,"42 MB","1.32 Kbps"
57,"Top > 169 Nassau St.",4,8,"40.84 MB","14.52 Kbps"
58,"Top > Chapel",2,10,"40.82 MB","3.35 Kbps"
59,"Top > McCosh Hall",18,47,"39.33 MB","1.05 Kbps"
60,"Top > Bobst Hall",6,11,"37.03 MB","1.72 Kbps"
61,"Top > Engineering Quad > G Wing",5,6,"36.54 MB","2.44 Kbps"
62,"Top > Prospect House",12,37,"35.79 MB","1.19 Kbps"
63,"Top > Campus Club",4,28,"34.50 MB","1.94 Kbps"
64,"Top > Bowen Hall",7,8,"29.69 MB","0.55 Kbps"
65,"Top > Shea Rowing Center",11,12,"26.69 MB","1.05 Kbps"
66,"Top > Peyton Hall",14,23,"24.77 MB","0.39 Kbps"
67,"Top > McDonnell Hall",13,25,"17.48 MB","0.55 Kbps"
68,"Top > Elementary Particles Lab",4,4,"16.30 MB","0.76 Kbps"
69,"Top > Sayre Hall",3,3,"15.85 MB","1.69 Kbps"
70,"Top > GBM-Trailer",5,10,"15.24 MB","2.32 Kbps"
71,"Top > Hoyt Lab",7,11,"14.56 MB","0.43 Kbps"
72,"Top > Jones Hall",16,50,"13.31 MB","0.43 Kbps"
73,"Top > 221 Nassau St.",17,19,"13.10 MB","0.93 Kbps"
74,"Top > Forrestal Campus > Gas Dynamics",6,6,"12.14 MB","0.46 Kbps"
75,"Top > Friend Center",5,11,"11.66 MB","0.24 Kbps"
76,"Top > 179-183 Nassau St.",2,3,"11.32 MB","4.02 Kbps"
77,"Top > Eno Hall",15,23,"10.92 MB","1.16 Kbps"
78,"Top > 330 Alexander St.",13,15,"9.83 MB","0.42 Kbps"
79,"Top > 71 University Place",6,26,"8.78 MB","2.34 Kbps"
80,"Top > McCarter Theater",21,56,"8.04 MB","0.11 Kbps"
81,"Top > 91 Prospect Ave.",9,11,"7.90 MB","0.47 Kbps"
82,"Top > 306 Alexander",14,18,"7.45 MB","0.79 Kbps"
83,"Top > Clio Hall",10,23,"7.05 MB","0.31 Kbps"
84,"Top > Dickinson Hall",13,27,"6.10 MB","0.17 Kbps"
85,"Top > West College",14,19,"5.89 MB","0.17 Kbps"
86,"Top > 58 Prospect",5,8,"5.67 MB","0.22 Kbps"
87,"Top > 228 Alexander St.",8,9,"5.32 MB","0.26 Kbps"
88,"Top > Alexander Hall",6,17,"4 MB","0.28 Kbps"
89,"Top > Nassau Hall",18,35,"3.98 MB","0.06 Kbps"
90,"Top > 755 Alexander Rd.",13,13,"3.02 MB","0.07 Kbps"
91,"Top > 199 Nassau St.",6,7,"2.63 MB","0.40 Kbps"
92,"Top > Von Neumann Hall",8,8,"2.48 MB","0.22 Kbps"
93,"Top > 194 Nassau St.",8,9,"1.96 MB","0.09 Kbps"
94,"Top > Princeton Stadium",4,7,"1.94 MB","0.02 Kbps"
95,"Top > 294 Alexander Street",3,3,"1.82 MB","0.13 Kbps"
96,"Top > Stanhope Hall",6,10,"1.59 MB","0.09 Kbps"
97,"Top > Bendheim Center for Finance",6,11,"1.17 MB","0.07 Kbps"
98,"Top > 201 Nassau St.",4,5,"1.10 MB","0.08 Kbps"
99,"Top > Henry House",4,6,"1.09 MB","0.19 Kbps"
100,"Top > PU Press",7,15,"0.96 MB","0.02 Kbps"
101,"Top > Mudd Library",3,4,"0.95 MB","0.02 Kbps"
102,"Top > 350 Alexander",2,6,"0.43 MB","0.12 Kbps"
103,"Top > LCA",2,2,"0.19 MB","0.05 Kbps"
104,"Top > Whig Hall",3,11,"0.15 MB","0.01 Kbps"
105,"Top > 1952 Field House",1,2,"0.09 MB","0.01 Kbps"
106,"Top > Forrestal Campus > Recap",1,1,"0.09 MB","0.02 Kbps"
107,"Top > Maclean House",1,2,"0.06 MB","0.01 Kbps"
108,"Top > Fitzrandolph Observatory",0,0,"0.04 MB","0.04 Kbps"
109,"Top > Haaga House",1,3,"0.02 MB","0 Kbps"
110,"Top > Dodge Hall",4,4,"0 MB","0 Kbps"
111,"Top > HPCRC - 151 Forrestal Rd.",0,0,"0 MB","0 Kbps"
112,"Top > Aaron Burr",4,4,"0 MB","0 Kbps"
113,"Top > 4 Mercer",0,0,"0 MB","0 Kbps"
114,"Top > West Windsor Maintenance Yard",0,0,"0 MB","0 Kbps"
115,"Top > Charlton St Substation",0,0,"0 MB","0 Kbps"
116,"Top > 171 Broadmead St.",0,0,"0 MB","0 Kbps"
117,"Top > 262 Alexander St.",2,2,"0 MB","0 Kbps"
118,"Top > Forrestal Campus > PUAM-SF",0,0,"0 MB","0 Kbps"
