Rank,Folder,"Max Clients","Unique Clients","Total Data","Avg Usage"
66,"Top > Chilled Water-CoGen-ElmSubStation > Co-Gen Plant",5,10,"176.94 MB","11.56 Kbps"
67,"Top > 5 Ivy Lane",6,10,"165.24 MB","11.48 Kbps"
68,"Top > Engineering Quad > G Wing",8,18,"158.09 MB","10.98 Kbps"
69,"Top > Engineering Quad > F Wing",16,37,"147.36 MB","13.64 Kbps"
70,"Top > New South Building",39,106,"142.96 MB","4.07 Kbps"
71,"Top > 201 Nassau St.",14,122,"139.78 MB","10.35 Kbps"
72,"Top > 701 Carnegie",59,59,"127.70 MB","4.05 Kbps"
73,"Top > Engineering Quad > D Wing",21,37,"119.84 MB","3.10 Kbps"
74,"Top > Woolworth Music Center",21,100,"115.05 MB","2.17 Kbps"
75,"Top > Chilled Water-CoGen-ElmSubStation > Chilled Water Plant",11,51,"110.62 MB","6.83 Kbps"
76,"Top > Architecture Lab",22,134,"83.69 MB","23.25 Kbps"
77,"Top > 282 Alexander",9,110,"77.87 MB","12.36 Kbps"
78,"Top > 330 Alexander St.",16,42,"72.73 MB","3.23 Kbps"
79,"Top > Stanhope Hall",7,100,"69.51 MB","4.29 Kbps"
80,"Top > Fitzrandolph Observatory",2,9,"67 MB","74.45 Kbps"
81,"Top > 179-183 Nassau St.",6,62,"57.27 MB","21.21 Kbps"
82,"Top > Dickinson Hall",18,118,"51.41 MB","1.50 Kbps"
83,"Top > West College",17,61,"47.32 MB","1.46 Kbps"
84,"Top > Lowrie House",9,12,"44.90 MB","3.33 Kbps"
85,"Top > Campus Club",7,119,"38.59 MB","2.26 Kbps"
86,"Top > West Windsor Maintenance Yard",11,18,"38.53 MB","14.27 Kbps"
87,"Top > 169 Nassau St.",16,87,"36.99 MB","13.70 Kbps"
88,"Top > 199 Nassau St.",9,74,"33.62 MB","5.34 Kbps"
89,"Top > Dillon Court East/West",22,98,"29.48 MB","1.31 Kbps"
90,"Top > Henry House",10,98,"23.70 MB","4.39 Kbps"
91,"Top > 91 Prospect Ave.",13,23,"22.99 MB","1.42 Kbps"
92,"Top > Bobst Hall",6,26,"20.89 MB","1.01 Kbps"
93,"Top > 755 Alexander Rd.",16,22,"19.48 MB","0.47 Kbps"
94,"Top > 87 Prospect",26,33,"17.82 MB","0.86 Kbps"
95,"Top > PU Press",11,48,"15.67 MB","0.37 Kbps"
96,"Top > 71 University Place",9,72,"15.25 MB","4.24 Kbps"
97,"Top > Von Neumann Hall",9,20,"13.81 MB","1.28 Kbps"
98,"Top > 16 Stockton St.",4,19,"13.11 MB","14.56 Kbps"
99,"Top > Sayre Hall",3,4,"12.97 MB","1.44 Kbps"
100,"Top > Eno Hall",10,38,"12.38 MB","1.38 Kbps"
101,"Top > 294 Alexander Street",4,30,"8.76 MB","0.65 Kbps"
102,"Top > Mudd Library",5,33,"8.31 MB","0.19 Kbps"
103,"Top > Haaga House",8,62,"7.58 MB","1.20 Kbps"
104,"Top > 1952 Field House",4,26,"7.48 MB","1.19 Kbps"
105,"Top > Clio Hall",13,70,"6.81 MB","0.32 Kbps"
106,"Top > 228 Alexander St.",11,31,"5.53 MB","0.28 Kbps"
107,"Top > Forrestal Campus > Gas Dynamics",7,7,"4.68 MB","0.19 Kbps"
108,"Top > LCA",5,5,"4.41 MB","1.23 Kbps"
109,"Top > Whig Hall",3,59,"4.17 MB","0.24 Kbps"
110,"Top > 350 Alexander",11,70,"4.15 MB","1.15 Kbps"
111,"Top > 4 Mercer",5,21,"2.62 MB","0.73 Kbps"
112,"Top > Cordish Family Pavilion",1,6,"0.70 MB","0.19 Kbps"
113,"Top > Forrestal Campus > Recap",1,1,"0.09 MB","0.02 Kbps"
114,"Top > Clark Field",0,1,"0.06 MB","0.06 Kbps"
115,"Top > HPCRC - 151 Forrestal Rd.",0,1,"0.02 MB","0 Kbps"
116,"Top > Dodge Hall",4,4,"0 MB","0 Kbps"
117,"Top > Aaron Burr",4,4,"0 MB","0 Kbps"
118,"Top > Charlton St Substation",0,0,"0 MB","0 Kbps"
119,"Top > 171 Broadmead St.",0,0,"0 MB","0 Kbps"
120,"Top > 262 Alexander St.",2,2,"0 MB","0 Kbps"
121,"Top > Forrestal Campus > PUAM-SF",0,0,"0 MB","0 Kbps"
122,Top,0,0,"0 MB","0 Kbps"
123,"Top > Scheide Caldwell House",2,2,"0 MB","0 Kbps"
124,"Top > Center for Jewish Life",1,1,"0 MB","0 Kbps"
125,"Top > Forrestal Campus > Printing Services",0,0,"0 MB","0 Kbps"
126,"Top > Murray-Dodge",2,2,"0 MB","0 Kbps"
127,"Top > Chilled Water-CoGen-ElmSubStation > Elm Drive Sub Station",0,0,"0 MB","0 Kbps"
128,"Top > 26 College Road West",0,0,"0 MB","0 Kbps"
129,"Top > Green Hall",0,0,"0 MB","0 Kbps"
130,"Top > 34-Chambers",5,5,"0 MB","0 Kbps"
131,"Top > McCormick Hall",2,2,"0 MB","0 Kbps"
