Rank,Folder,"Max Clients","Unique Clients","Total Data","Avg Usage"
1,"Top > Frist Campus Center",304,525,"26.56 GB","242.17 Kbps"
2,"Top > Firestone Library",183,210,"18.10 GB","97.99 Kbps"
3,"Top > Lewis Science Library",99,121,"12.21 GB","271.30 Kbps"
4,"Top > Architecture Building",75,133,"10.95 GB","278.03 Kbps"
5,"Top > Jadwin Hall",94,144,"9.65 GB","73.54 Kbps"
6,"Top > Dillon Gym",193,425,"9.54 GB","161.60 Kbps"
7,"Top > Woolworth Music Center",64,212,"9.25 GB","167.30 Kbps"
8,"Top > Wallace Hall",38,48,"9 GB","259.55 Kbps"
9,"Top > Engineering Quad > C Wing",34,78,"8.87 GB","295.64 Kbps"
10,"Top > Friend Center",30,39,"6.53 GB","136.61 Kbps"
11,"Top > 20 Washington Road (Old Frick)",73,128,"6.48 GB","40.68 Kbps"
12,"Top > Fine Hall",67,181,"6.48 GB","62.80 Kbps"
13,"Top > 701 Carnegie",66,66,"5.47 GB","166.77 Kbps"
14,"Top > 199 Nassau St.",8,21,"5.40 GB","823.54 Kbps"
15,"Top > Carl Icahn",84,128,"5.14 GB","61.65 Kbps"
16,"Top > Engineering Quad > E Wing",30,52,"4.14 GB","113.14 Kbps"
17,"Top > Neuro-Institute-Psych",137,149,"3.67 GB","26.78 Kbps"
18,"Top > Frick Chemistry Laboratory",123,148,"3.41 GB","33.04 Kbps"
19,"Top > 185 Nassau St.",29,66,"3.10 GB","33.45 Kbps"
20,"Top > Engineering Quad > F Wing",25,50,"2.89 GB","256.56 Kbps"
21,"Top > 169 Nassau St.",7,24,"2.86 GB","1.02 Mbps"
22,"Top > Sherrerd Hall",56,71,"1.81 GB","33.79 Kbps"
23,"Top > McDonnell Hall",15,37,"1.66 GB","51.96 Kbps"
24,"Top > East Pyne Building",58,226,"1.63 GB","27.21 Kbps"
25,"Top > Computer Science",55,103,"1.35 GB","29.44 Kbps"
26,"Top > 306 Alexander",18,32,"1.30 GB","139.01 Kbps"
27,"Top > 200 Elm Dr.",32,60,"1.25 GB","78.18 Kbps"
28,"Top > McCosh Hall",39,127,"1.20 GB","31.91 Kbps"
29,"Top > Chilled Water-CoGen-ElmSubStation > Co-Gen Plant",6,11,"1.18 GB","73.95 Kbps"
30,"Top > Guyot Hall",73,167,"1.10 GB","8.38 Kbps"
31,"Top > Engineering Quad > D Wing",49,68,"1.05 GB","26.02 Kbps"
32,"Top > Lowrie House",12,12,"1.02 GB","72.47 Kbps"
33,"Top > Andlinger",41,48,"1.01 GB","14.97 Kbps"
34,"Top > Moffett-Schultz Laboratory",40,98,"972.15 MB","13.47 Kbps"
35,"Top > Thomas Laboratory",44,110,"890.09 MB","9.40 Kbps"
36,"Top > Architecture Lab",12,25,"855.18 MB","228.05 Kbps"
37,"Top > Engineering Quad > J Wing",31,49,"804.55 MB","22.58 Kbps"
38,"Top > 58 Prospect",17,41,"793.04 MB","30.21 Kbps"
39,"Top > Bobst Hall",11,16,"752.03 MB","34.88 Kbps"
40,"Top > McCosh Infirmary",51,158,"736.20 MB","11.06 Kbps"
41,"Top > Engineering Quad > B Wing",27,45,"721.16 MB","16.03 Kbps"
42,"Top > Robertson Hall",37,116,"712.90 MB","10.56 Kbps"
43,"Top > 1879 Hall",33,210,"693.71 MB","16.82 Kbps"
44,"Top > 48 Unversity Place",32,169,"619.71 MB","28.74 Kbps"
45,"Top > Prospect House",24,195,"616.77 MB","20.56 Kbps"
46,"Top > 22 Chambers St.",16,23,"600.33 MB","37.67 Kbps"
47,"Top > 36 University Place",52,282,"573.25 MB","11.99 Kbps"
48,"Top > New South Building",50,132,"525.39 MB","14.37 Kbps"
49,"Top > Campus Club",11,86,"513.01 MB","28.80 Kbps"
50,"Top > Engineering Quad > G Wing",8,13,"503.50 MB","33.57 Kbps"
51,"Top > Jadwin Gym",30,36,"493.79 MB","6.84 Kbps"
52,"Top > Peyton Hall",27,59,"489.32 MB","7.68 Kbps"
53,"Top > 179-183 Nassau St.",5,14,"483.23 MB","171.82 Kbps"
54,"Top > Palmer House",7,11,"413.83 MB","24.52 Kbps"
55,"Top > 4 Mercer",3,8,"401.54 MB","107.08 Kbps"
56,"Top > Forrestal Campus > Gas Dynamics",8,9,"329 MB","12.53 Kbps"
57,"Top > McCarter Theater",63,168,"270.22 MB","3.79 Kbps"
58,"Top > Clio Hall",14,56,"263.11 MB","11.69 Kbps"
59,"Top > Engineering Quad > A Wing",20,31,"203.05 MB","8.66 Kbps"
60,"Top > Hoyt Lab",10,29,"198.95 MB","5.89 Kbps"
61,"Top > 87 Prospect",27,28,"193.27 MB","8.96 Kbps"
62,"Top > Jones Hall",28,236,"173.06 MB","5.59 Kbps"
63,"Top > Chapel",6,75,"172.85 MB","14.18 Kbps"
64,"Top > 228 Alexander St.",12,15,"158.50 MB","7.68 Kbps"
65,"Top > Princeton Stadium",38,59,"153.55 MB","1.82 Kbps"
66,"Top > Baker Rink",22,140,"147.37 MB","4.62 Kbps"
67,"Top > 330 Alexander St.",16,23,"147.24 MB","6.28 Kbps"
68,"Top > MacMillan Building",47,55,"127.73 MB","2.90 Kbps"
69,"Top > Princeton Station",15,89,"103.48 MB","15.77 Kbps"
70,"Top > Caldwell Field House",11,13,"97.44 MB","1.65 Kbps"
71,"Top > 194 Nassau St.",11,29,"84.45 MB","3.75 Kbps"
72,"Top > DeNunzio Pool",3,5,"79.96 MB","4.49 Kbps"
73,"Top > Nassau Hall",28,118,"79.64 MB","1.25 Kbps"
74,"Top > Dillon Court East/West",26,199,"75.77 MB","3.23 Kbps"
75,"Top > Roberts Stadium",10,43,"66.70 MB","4.74 Kbps"
76,"Top > Fisher-Bendheim-Corwin",10,54,"62.43 MB","1.21 Kbps"
77,"Top > 71 University Place",11,69,"29.40 MB","7.84 Kbps"
78,"Top > Sayre Hall",4,6,"24.72 MB","2.64 Kbps"
