Rank,Folder,"Max Clients","Unique Clients","Total Data","Avg Usage"
1,"Top > Frist Campus Center",195,982,"26.65 GB","242.94 Kbps"
2,"Top > Firestone Library",212,265,"23.79 GB","128.83 Kbps"
3,"Top > Alexander Hall",774,937,"21.94 GB","1.56 Mbps"
4,"Top > Dillon Gym",157,582,"20.44 GB","346.09 Kbps"
5,"Top > Architecture Building",93,380,"17.58 GB","446.58 Kbps"
6,"Top > Neuro-Institute-Psych",132,154,"14.89 GB","108.80 Kbps"
7,"Top > Wallace Hall",52,56,"13.74 GB","396.21 Kbps"
8,"Top > Fine Hall",78,277,"13.54 GB","131.29 Kbps"
9,"Top > Jadwin Hall",92,163,"8.80 GB","67.07 Kbps"
10,"Top > Sherrerd Hall",74,88,"8.65 GB","161.79 Kbps"
11,"Top > Engineering Quad > E Wing",42,85,"7.54 GB","206.10 Kbps"
12,"Top > Engineering Quad > C Wing",47,149,"7.29 GB","243.03 Kbps"
13,"Top > Frick Chemistry Laboratory",114,135,"6.62 GB","64.20 Kbps"
14,"Top > Robertson Hall",212,1121,"5.78 GB","85.69 Kbps"
15,"Top > 1879 Hall",72,1293,"5.65 GB","136.94 Kbps"
16,"Top > 701 Carnegie",61,59,"5.14 GB","156.75 Kbps"
17,"Top > Woolworth Music Center",53,623,"5.02 GB","90.80 Kbps"
18,"Top > Carl Icahn",56,93,"4.95 GB","59.32 Kbps"
19,"Top > Lewis Science Library",63,89,"4.87 GB","108.12 Kbps"
20,"Top > 185 Nassau St.",59,226,"4.65 GB","50.05 Kbps"
21,"Top > Campus Club",75,794,"4.34 GB","243.91 Kbps"
22,"Top > Guyot Hall",78,323,"4.30 GB","32.74 Kbps"
23,"Top > 20 Washington Road (Old Frick)",65,269,"3.88 GB","24.32 Kbps"
24,"Top > East Pyne Building",78,576,"3.86 GB","64.37 Kbps"
25,"Top > Lowrie House",12,12,"3.69 GB","262.30 Kbps"
26,"Top > 693 Alexander Rd.",27,27,"3.10 GB","80.68 Kbps"
27,"Top > Computer Science",60,168,"3.08 GB","67.11 Kbps"
28,"Top > Caldwell Field House",51,75,"2.66 GB","45.10 Kbps"
29,"Top > Jones Hall",47,520,"2.59 GB","83.60 Kbps"
30,"Top > Palmer House",11,21,"2.57 GB","152.45 Kbps"
31,"Top > McDonnell Hall",13,28,"2.49 GB","77.99 Kbps"
32,"Top > Engineering Quad > F Wing",36,104,"2.30 GB","204.72 Kbps"
33,"Top > McCarter Theater",114,387,"2.21 GB","31.02 Kbps"
34,"Top > 200 Elm Dr.",31,72,"2.20 GB","138.07 Kbps"
35,"Top > Engineering Quad > J Wing",27,39,"2.11 GB","59.24 Kbps"
36,"Top > Peyton Hall",26,95,"1.93 GB","30.25 Kbps"
37,"Top > Moffett-Schultz Laboratory",40,120,"1.92 GB","26.55 Kbps"
38,"Top > New South Building",43,153,"1.87 GB","51.12 Kbps"
39,"Top > 330 Alexander St.",22,58,"1.84 GB","78.40 Kbps"
40,"Top > 36 University Place",101,537,"1.82 GB","37.97 Kbps"
41,"Top > Engineering Quad > G Wing",11,14,"1.79 GB","119.51 Kbps"
42,"Top > Engineering Quad > D Wing",24,44,"1.54 GB","38.29 Kbps"
43,"Top > Fisher-Bendheim-Corwin",26,303,"1.52 GB","29.43 Kbps"
44,"Top > Andlinger",44,66,"1.49 GB","22.04 Kbps"
45,"Top > Engineering Quad > B Wing",23,46,"1.33 GB","29.60 Kbps"
