Rank,Folder,"Max Clients","Unique Clients","Total Data","Avg Usage"
1,"Top > Firestone Library",353,505,"52.21 GB","282.67 Kbps"
2,"Top > McCarter Theater",349,648,"8.80 GB","123.57 Kbps"
3,"Top > Frist Campus Center",266,897,"33.43 GB","313.45 Kbps"
4,"Top > 1879 Hall",162,1132,"2.95 GB","71.43 Kbps"
5,"Top > East Pyne Building",156,745,"7.85 GB","130.76 Kbps"
6,"Top > Neuro-Institute-Psych",149,176,"23.04 GB","168.32 Kbps"
7,"Top > Chapel",132,388,"6.07 GB","497.91 Kbps"
8,"Top > Dillon Gym",117,410,"19.72 GB","333.80 Kbps"
9,"Top > Frick Chemistry Laboratory",114,147,"15.95 GB","158.12 Kbps"
10,"Top > Lewis Science Library",109,170,"23.58 GB","523.99 Kbps"
11,"Top > Architecture Building",109,322,"19.23 GB","488.29 Kbps"
12,"Top > Woolworth Music Center",105,570,"1.67 GB","30.11 Kbps"
13,"Top > Jadwin Hall",102,176,"36.17 GB","275.58 Kbps"
14,"Top > 20 Washington Road (Old Frick)",82,314,"2.15 GB","13.52 Kbps"
15,"Top > Guyot Hall",82,337,"2.92 GB","22.24 Kbps"
16,"Top > Fine Hall",82,349,"9.73 GB","94.38 Kbps"
17,"Top > McCosh Infirmary",80,303,"463.72 MB","6.97 Kbps"
18,"Top > Sherrerd Hall",73,92,"4.73 GB","88.43 Kbps"
19,"Top > Wallace Hall",72,94,"8 GB","230.56 Kbps"
20,"Top > Computer Science",71,203,"14.84 GB","322.98 Kbps"
21,"Top > Prospect House",70,619,"2.99 GB","99.52 Kbps"
22,"Top > Robertson Hall",68,576,"1.92 GB","29.12 Kbps"
23,"Top > Engineering Quad > C Wing",67,173,"25.91 GB","863.73 Kbps"
24,"Top > Carl Icahn",64,117,"6.64 GB","79.61 Kbps"
25,"Top > 701 Carnegie",60,62,"6.48 GB","205.72 Kbps"
26,"Top > Friend Center",56,116,"5.15 GB","109.10 Kbps"
27,"Top > Engineering Quad > F Wing",55,114,"9.06 GB","805.37 Kbps"
28,"Top > 36 University Place",48,343,"1.05 GB","21.90 Kbps"
29,"Top > McCosh Hall",46,350,"682.50 MB","18.20 Kbps"
30,"Top > 185 Nassau St.",46,289,"1.73 GB","18.69 Kbps"
31,"Top > Moffett-Schultz Laboratory",46,138,"2.25 GB","31.13 Kbps"
32,"Top > Campus Club",45,554,"1.83 GB","102.91 Kbps"
33,"Top > Thomas Laboratory",45,159,"1.76 GB","18.58 Kbps"
34,"Top > Andlinger",43,66,"1.18 GB","17.53 Kbps"
35,"Top > MacMillan Building",42,62,"105.76 MB","2.40 Kbps"
36,"Top > New South Building",41,145,"112.46 MB","3.08 Kbps"
37,"Top > Engineering Quad > D Wing",40,55,"4.02 GB","99.72 Kbps"
38,"Top > Engineering Quad > E Wing",39,100,"4.57 GB","125.07 Kbps"
39,"Top > Fisher-Bendheim-Corwin",39,194,"3.96 GB","76.86 Kbps"
40,"Top > 179-183 Nassau St.",38,177,"1.12 GB","398.06 Kbps"
41,"Top > Nassau Hall",37,295,"557.11 MB","8.74 Kbps"
42,"Top > 200 Elm Dr.",36,83,"827.94 MB","51.95 Kbps"
43,"Top > Engineering Quad > J Wing",35,54,"6.22 GB","174.56 Kbps"
44,"Top > 48 Unversity Place",35,198,"103.11 MB","4.78 Kbps"
45,"Top > Dickinson Hall",35,242,"181.26 MB","5.09 Kbps"
46,"Top > Friend Center > Friend Center Event APs",34,82,"4.03 GB","477.89 Kbps"
47,"Top > Engineering Quad > B Wing",33,55,"5.12 GB","113.75 Kbps"
48,"Top > Peyton Hall",33,147,"4.11 GB","64.52 Kbps"
49,"Top > 221 Nassau St.",33,183,"1.21 GB","86.18 Kbps"
50,"Top > Baker Rink",31,192,"355.85 MB","11.16 Kbps"
51,"Top > Jones Hall",29,324,"666.22 MB","21.66 Kbps"
52,"Top > 194 Nassau St.",28,199,"138.29 MB","6.15 Kbps"
53,"Top > Hoyt Lab",28,100,"5.34 GB","158.33 Kbps"
54,"Top > 87 Prospect",26,26,"529.15 MB","24.54 Kbps"
55,"Top > 693 Alexander Rd.",25,26,"7.38 GB","192.05 Kbps"
56,"Top > Engineering Quad > A Wing",25,31,"209.57 MB","8.94 Kbps"
57,"Top > Architecture Lab",24,36,"1.16 GB","308.82 Kbps"
58,"Top > 169 Nassau St.",24,229,"94.64 MB","33.65 Kbps"
59,"Top > Dillon Court East/West",24,193,"85.17 MB","3.63 Kbps"
60,"Top > Bendheim Center for Finance",24,175,"52.26 MB","3.28 Kbps"
61,"Top > 306 Alexander",23,78,"198.19 MB","21.14 Kbps"
62,"Top > Clio Hall",22,196,"44.03 MB","1.96 Kbps"
63,"Top > Henry House",20,173,"1.02 GB","180.95 Kbps"
64,"Top > 22 Chambers St.",20,68,"364.46 MB","22.87 Kbps"
65,"Top > 58 Prospect",20,125,"410.80 MB","15.65 Kbps"
66,"Top > 330 Alexander St.",19,50,"662.30 MB","28.26 Kbps"
67,"Top > West College",19,100,"76.61 MB","2.27 Kbps"
68,"Top > Jadwin Gym",18,26,"390.29 MB","5.41 Kbps"
69,"Top > Stanhope Hall",16,176,"141.56 MB","8.39 Kbps"
70,"Top > Eno Hall",16,81,"140.12 MB","14.95 Kbps"
71,"Top > Princeton Station",15,110,"278.05 MB","42.37 Kbps"
72,"Top > 201 Nassau St.",15,146,"48.73 MB","3.46 Kbps"
73,"Top > Shea Rowing Center",15,17,"291.87 MB","11.53 Kbps"
74,"Top > McDonnell Hall",15,32,"971.87 MB","30.49 Kbps"
75,"Top > 282 Alexander",14,158,"87.35 MB","13.31 Kbps"
76,"Top > 199 Nassau St.",14,110,"39.66 MB","6.04 Kbps"
77,"Top > 755 Alexander Rd.",14,14,"9.43 MB","0.22 Kbps"
78,"Top > Caldwell Field House",13,19,"24.37 MB","0.41 Kbps"
79,"Top > 228 Alexander St.",13,39,"81.53 MB","3.95 Kbps"
80,"Top > Roberts Stadium",13,70,"251.90 MB","17.91 Kbps"
81,"Top > Alexander Hall",13,87,"1.05 GB","74.91 Kbps"
82,"Top > 350 Alexander",12,76,"18.17 MB","4.85 Kbps"
83,"Top > Von Neumann Hall",12,24,"23.90 MB","2.12 Kbps"
84,"Top > Maclean House",12,113,"27.46 MB","4.18 Kbps"
85,"Top > 91 Prospect Ave.",11,26,"585.53 MB","34.70 Kbps"
86,"Top > Lowrie House",11,12,"644.89 MB","45.86 Kbps"
87,"Top > Bobst Hall",11,44,"58.84 MB","2.73 Kbps"
88,"Top > Bowen Hall",11,28,"28.07 MB","0.52 Kbps"
89,"Top > 71 University Place",11,98,"17.28 MB","4.61 Kbps"
90,"Top > Whig Hall",11,169,"43.58 MB","2.45 Kbps"
91,"Top > PU Press",11,70,"33.26 MB","0.75 Kbps"
92,"Top > GBM-Trailer",10,48,"54.77 MB","8.35 Kbps"
93,"Top > Princeton Stadium",10,53,"105.52 MB","1.25 Kbps"
94,"Top > Forrestal Campus > Gas Dynamics",10,13,"526.95 MB","20.07 Kbps"
