Rank,Folder,"Max Clients","Unique Clients","Total Data","Avg Usage"
1,"Top > Computer Science",86,122,"10.46 GB","237.19 Kbps"
2,"Top > Dillon Gym",126,371,"9.30 GB","164.10 Kbps"
3,"Top > Neuro-Institute-Psych",114,131,"8.54 GB","65.01 Kbps"
4,"Top > Frist Campus Center",105,253,"7.10 GB","67.39 Kbps"
5,"Top > Engineering Quad > C Wing",30,66,"5.17 GB","179.47 Kbps"
6,"Top > Firestone Library",154,172,"4.44 GB","25.06 Kbps"
7,"Top > DeNunzio Pool",76,103,"3.41 GB","199.48 Kbps"
8,"Top > Shea Rowing Center",44,61,"3.36 GB","138.07 Kbps"
9,"Top > Lewis Science Library",47,60,"3.35 GB","77.48 Kbps"
10,"Top > 20 Washington Road (Old Frick)",85,162,"3.03 GB","19.80 Kbps"
11,"Top > Sherrerd Hall",57,60,"2.92 GB","56.98 Kbps"
12,"Top > Jadwin Gym",29,57,"2.91 GB","42.04 Kbps"
13,"Top > Engineering Quad > E Wing",22,40,"2.75 GB","78.29 Kbps"
14,"Top > Architecture Building",40,137,"2.54 GB","67.11 Kbps"
15,"Top > Guyot Hall",58,148,"2.45 GB","19.45 Kbps"
16,"Top > Fine Hall",41,163,"1.97 GB","19.91 Kbps"
17,"Top > Wallace Hall",48,60,"1.95 GB","58.62 Kbps"
18,"Top > Jadwin Hall",48,85,"1.79 GB","14.23 Kbps"
19,"Top > Moffett-Schultz Laboratory",35,90,"1.50 GB","21.67 Kbps"
20,"Top > Carl Icahn",46,75,"1.41 GB","17.60 Kbps"
21,"Top > Frick Chemistry Laboratory",89,108,"1.33 GB","13.46 Kbps"
22,"Top > Campus Club",29,163,"1.32 GB","77.19 Kbps"
23,"Top > 693 Alexander Rd.",26,26,"1.19 GB","32.26 Kbps"
24,"Top > McCarter Theater",49,191,"1 GB","14.63 Kbps"
25,"Top > Robertson Hall",34,165,"896.45 MB","13.83 Kbps"
26,"Top > 294 Alexander Street",8,42,"854.51 MB","63.30 Kbps"
27,"Top > 1879 Hall",92,355,"805.69 MB","20.35 Kbps"
28,"Top > Stanhope Hall",16,161,"798 MB","49.26 Kbps"
29,"Top > Lowrie House",12,12,"789.48 MB","58.48 Kbps"
30,"Top > Andlinger",37,46,"775.29 MB","11.96 Kbps"
31,"Top > 36 University Place",43,254,"757.66 MB","16.51 Kbps"
32,"Top > 306 Alexander",18,48,"729.90 MB","81.10 Kbps"
33,"Top > Engineering Quad > D Wing",23,34,"714.26 MB","18.46 Kbps"
34,"Top > 221 Nassau St.",26,78,"674.58 MB","49.97 Kbps"
35,"Top > 701 Carnegie",61,61,"645.93 MB","20.51 Kbps"
36,"Top > Engineering Quad > J Wing",21,22,"627.76 MB","18.36 Kbps"
37,"Top > 200 Elm Dr.",29,58,"580.69 MB","37.95 Kbps"
38,"Top > Thomas Laboratory",42,85,"559.21 MB","6.15 Kbps"
39,"Top > East Pyne Building",38,268,"506.37 MB","8.79 Kbps"
40,"Top > Palmer House",9,22,"490.51 MB","30.28 Kbps"
41,"Top > McCosh Infirmary",53,115,"480.99 MB","7.53 Kbps"
42,"Top > Chapel",36,132,"480.14 MB","41.04 Kbps"
43,"Top > Engineering Quad > G Wing",9,9,"460.03 MB","31.95 Kbps"
44,"Top > McCosh Hall",20,150,"423.80 MB","11.77 Kbps"
45,"Top > 169 Nassau St.",16,93,"410.16 MB","151.91 Kbps"
46,"Top > 22 Chambers St.",18,44,"398.64 MB","26.05 Kbps"
47,"Top > Princeton Station",17,95,"377.77 MB","59.96 Kbps"
48,"Top > Princeton Stadium",10,48,"376.32 MB","4.65 Kbps"
49,"Top > Engineering Quad > F Wing",11,32,"296.46 MB","27.45 Kbps"
50,"Top > Eno Hall",11,33,"289.04 MB","32.12 Kbps"
51,"Top > Hoyt Lab",8,46,"288.14 MB","8.89 Kbps"
52,"Top > Friend Center",6,12,"286.96 MB","6.25 Kbps"
53,"Top > GBM-Trailer",9,75,"285.24 MB","45.28 Kbps"
54,"Top > Fisher-Bendheim-Corwin",19,92,"277.41 MB","5.60 Kbps"
55,"Top > 185 Nassau St.",26,150,"265.85 MB","2.98 Kbps"
56,"Top > Engineering Quad > B Wing",17,24,"245.62 MB","5.69 Kbps"
57,"Top > Architecture Lab",28,78,"237.08 MB","65.85 Kbps"
58,"Top > Prospect House",13,138,"232.53 MB","8.07 Kbps"
59,"Top > Roberts Stadium",11,70,"216.16 MB","16.01 Kbps"
60,"Top > Bendheim Center for Finance",13,84,"212.30 MB","13.88 Kbps"
61,"Top > Woolworth Music Center",20,129,"210.30 MB","3.96 Kbps"
62,"Top > Bowen Hall",10,14,"207.60 MB","3.98 Kbps"
63,"Top > Dickinson Hall",22,113,"200.77 MB","5.87 Kbps"
64,"Top > Dillon Court East/West",23,151,"169.50 MB","7.53 Kbps"
65,"Top > 48 Unversity Place",29,213,"165.72 MB","8.01 Kbps"
66,"Top > Nassau Hall",23,165,"164.22 MB","2.68 Kbps"
67,"Top > Jones Hall",13,100,"163.66 MB","5.51 Kbps"
68,"Top > 4 Mercer",4,20,"163.32 MB","45.37 Kbps"
69,"Top > Baker Rink",27,148,"161.11 MB","5.26 Kbps"
70,"Top > Engineering Quad > A Wing",15,18,"160.93 MB","7.15 Kbps"
71,"Top > MacMillan Building",46,61,"155.27 MB","3.67 Kbps"
72,"Top > Chilled Water-CoGen-ElmSubStation > Co-Gen Plant",4,9,"143.56 MB","9.38 Kbps"
73,"Top > New South Building",39,131,"143.07 MB","4.08 Kbps"
74,"Top > Forrestal Campus > Gas Dynamics",7,7,"134.52 MB","5.34 Kbps"
75,"Top > Maclean House",21,170,"128.44 MB","20.39 Kbps"
76,"Top > 194 Nassau St.",18,102,"108.01 MB","5 Kbps"
77,"Top > Peyton Hall",17,62,"72.79 MB","1.19 Kbps"
78,"Top > Bobst Hall",8,31,"69.22 MB","3.34 Kbps"
79,"Top > 755 Alexander Rd.",16,19,"63.60 MB","1.54 Kbps"
80,"Top > PU Press",8,37,"62.22 MB","1.47 Kbps"
81,"Top > Caldwell Field House",15,40,"58.92 MB","1.04 Kbps"
82,"Top > 58 Prospect",8,46,"50.20 MB","1.99 Kbps"
83,"Top > Elementary Particles Lab",6,28,"44.01 MB","2.13 Kbps"
84,"Top > 201 Nassau St.",14,109,"43.79 MB","3.24 Kbps"
85,"Top > 71 University Place",9,73,"36.37 MB","10.10 Kbps"
86,"Top > 91 Prospect Ave.",10,28,"33.05 MB","2.04 Kbps"
87,"Top > Fitzrandolph Observatory",1,4,"29.70 MB","33 Kbps"
88,"Top > 1952 Field House",5,24,"26.40 MB","4.19 Kbps"
89,"Top > 282 Alexander",9,82,"24.33 MB","3.86 Kbps"
90,"Top > 87 Prospect",27,34,"20.09 MB","0.97 Kbps"
91,"Top > West College",16,77,"18.80 MB","0.58 Kbps"
92,"Top > Haaga House",10,79,"18.19 MB","2.89 Kbps"
93,"Top > Chilled Water-CoGen-ElmSubStation > Chilled Water Plant",10,24,"16.37 MB","1.01 Kbps"
94,"Top > Sayre Hall",3,3,"15.62 MB","1.73 Kbps"
95,"Top > 350 Alexander",7,57,"14.85 MB","4.12 Kbps"
96,"Top > 179-183 Nassau St.",6,60,"12.62 MB","4.67 Kbps"
97,"Top > Clio Hall",11,93,"11.69 MB","0.54 Kbps"
