Rank,Folder,"Max Clients","Unique Clients","Total Data","Avg Usage"
1,"Top > Architecture Building",60,78,"17.86 GB","453.62 Kbps"
2,"Top > Neuro-Institute-Psych",112,119,"13.43 GB","98.15 Kbps"
3,"Top > Carl Icahn",54,59,"11.59 GB","138.92 Kbps"
4,"Top > Frick Chemistry Laboratory",79,86,"7.86 GB","76.24 Kbps"
5,"Top > Eno Hall",14,31,"7.40 GB","788.85 Kbps"
6,"Top > Engineering Quad > C Wing",35,44,"5.27 GB","175.52 Kbps"
7,"Top > 693 Alexander Rd.",25,25,"5.04 GB","131.22 Kbps"
8,"Top > Frist Campus Center",119,186,"3.43 GB","31.29 Kbps"
9,"Top > 22 Chambers St.",14,19,"3.31 GB","207.67 Kbps"
10,"Top > Engineering Quad > D Wing",27,34,"3.11 GB","77.19 Kbps"
11,"Top > Jadwin Hall",49,63,"2.73 GB","20.82 Kbps"
12,"Top > Engineering Quad > E Wing",16,19,"2.57 GB","70.34 Kbps"
13,"Top > Fine Hall",44,72,"1.92 GB","18.57 Kbps"
14,"Top > Chilled Water-CoGen-ElmSubStation > Co-Gen Plant",5,6,"1.65 GB","103.65 Kbps"
15,"Top > 701 Carnegie",59,59,"1.54 GB","47.04 Kbps"
16,"Top > 185 Nassau St.",19,30,"1.33 GB","14.34 Kbps"
17,"Top > 200 Elm Dr.",29,39,"1.33 GB","83.40 Kbps"
18,"Top > 71 University Place",7,20,"1.18 GB","313.91 Kbps"
19,"Top > East Pyne Building",37,63,"1.11 GB","18.52 Kbps"
20,"Top > Wallace Hall",31,36,"1 GB","28.89 Kbps"
21,"Top > Engineering Quad > J Wing",23,27,"817.47 MB","22.95 Kbps"
22,"Top > Andlinger",35,35,"722.67 MB","10.71 Kbps"
23,"Top > 36 University Place",29,96,"710.82 MB","14.87 Kbps"
24,"Top > Lowrie House",12,12,"633.38 MB","45.04 Kbps"
25,"Top > Guyot Hall",59,94,"583.30 MB","4.44 Kbps"
26,"Top > Jadwin Gym",19,19,"435.57 MB","6.03 Kbps"
27,"Top > Woolworth Music Center",29,70,"417.84 MB","7.55 Kbps"
28,"Top > Sherrerd Hall",57,63,"406.02 MB","7.60 Kbps"
29,"Top > Engineering Quad > F Wing",17,23,"368.25 MB","32.73 Kbps"
30,"Top > Thomas Laboratory",34,49,"294.75 MB","3.11 Kbps"
31,"Top > Chilled Water-CoGen-ElmSubStation > Chilled Water Plant",4,6,"283.77 MB","16.82 Kbps"
32,"Top > Computer Science",40,52,"270.11 MB","5.88 Kbps"
33,"Top > McCosh Infirmary",57,88,"260.26 MB","3.91 Kbps"
34,"Top > Clio Hall",9,27,"251.55 MB","11.18 Kbps"
35,"Top > Hoyt Lab",9,12,"244.31 MB","7.24 Kbps"
36,"Top > 20 Washington Road (Old Frick)",38,53,"238.79 MB","1.50 Kbps"
37,"Top > Engineering Quad > B Wing",20,29,"236.34 MB","5.25 Kbps"
38,"Top > McDonnell Hall",15,19,"225.70 MB","7.08 Kbps"
39,"Top > Firestone Library",73,74,"198.81 MB","1.08 Kbps"
40,"Top > Lewis Science Library",26,26,"154.25 MB","3.43 Kbps"
41,"Top > Peyton Hall",13,17,"134.90 MB","2.12 Kbps"
42,"Top > 1879 Hall",25,82,"132.92 MB","3.22 Kbps"
43,"Top > MacMillan Building",40,45,"121.43 MB","2.76 Kbps"
44,"Top > Dillon Gym",59,142,"110.64 MB","1.87 Kbps"
45,"Top > DeNunzio Pool",1,1,"91.73 MB","5.15 Kbps"
46,"Top > 48 Unversity Place",20,57,"76.48 MB","3.55 Kbps"
47,"Top > McCarter Theater",25,65,"74.63 MB","1.05 Kbps"
48,"Top > Caldwell Field House",13,14,"71.89 MB","1.22 Kbps"
49,"Top > Princeton Station",9,27,"70.92 MB","10.81 Kbps"
50,"Top > Dillon Court East/West",17,61,"67.79 MB","2.89 Kbps"
51,"Top > Robertson Hall",30,70,"58.88 MB","0.87 Kbps"
52,"Top > Jones Hall",16,72,"50.89 MB","1.65 Kbps"
53,"Top > Nassau Hall",17,30,"49.88 MB","0.78 Kbps"
54,"Top > New South Building",37,64,"46.15 MB","1.26 Kbps"
55,"Top > 4 Mercer",1,1,"45.82 MB","12.22 Kbps"
56,"Top > Campus Club",6,42,"42.93 MB","2.41 Kbps"
57,"Top > Baker Rink",13,50,"39.92 MB","1.25 Kbps"
58,"Top > McCosh Hall",18,38,"39.04 MB","1.04 Kbps"
59,"Top > Prospect House",18,66,"35.15 MB","1.17 Kbps"
60,"Top > Moffett-Schultz Laboratory",33,47,"34.09 MB","0.47 Kbps"
61,"Top > Fisher-Bendheim-Corwin",11,17,"30.64 MB","0.59 Kbps"
62,"Top > Bobst Hall",7,8,"30.54 MB","1.42 Kbps"
63,"Top > 87 Prospect",26,26,"23.39 MB","1.08 Kbps"
64,"Top > Engineering Quad > A Wing",13,13,"21.27 MB","0.91 Kbps"
65,"Top > Engineering Quad > G Wing",5,6,"21.23 MB","1.42 Kbps"
66,"Top > Bowen Hall",7,7,"20.64 MB","0.38 Kbps"
67,"Top > Palmer House",6,6,"18.24 MB","1.08 Kbps"
68,"Top > Sayre Hall",3,3,"14.97 MB","1.60 Kbps"
69,"Top > Architecture Lab",18,19,"14.84 MB","3.96 Kbps"
70,"Top > 221 Nassau St.",16,21,"13.25 MB","0.94 Kbps"
71,"Top > 194 Nassau St.",11,18,"13.03 MB","0.58 Kbps"
72,"Top > 330 Alexander St.",15,16,"11.98 MB","0.51 Kbps"
73,"Top > Forrestal Campus > Gas Dynamics",6,6,"11.45 MB","0.44 Kbps"
74,"Top > Princeton Stadium",6,9,"7.66 MB","0.09 Kbps"
75,"Top > Shea Rowing Center",13,17,"7.23 MB","0.29 Kbps"
76,"Top > Maclean House",1,7,"7.16 MB","1.09 Kbps"
77,"Top > 755 Alexander Rd.",13,13,"6.85 MB","0.16 Kbps"
78,"Top > 228 Alexander St.",10,11,"6.07 MB","0.29 Kbps"
79,"Top > West College",14,17,"6.01 MB","0.18 Kbps"
80,"Top > Dickinson Hall",14,27,"5.92 MB","0.17 Kbps"
81,"Top > Stanhope Hall",8,21,"5.66 MB","0.34 Kbps"
82,"Top > 306 Alexander",16,20,"5.43 MB","0.58 Kbps"
83,"Top > GBM-Trailer",3,7,"5.39 MB","0.82 Kbps"
84,"Top > 201 Nassau St.",4,9,"4.06 MB","0.29 Kbps"
85,"Top > 91 Prospect Ave.",8,11,"3.76 MB","0.22 Kbps"
86,"Top > Whig Hall",2,12,"3.50 MB","0.20 Kbps"
87,"Top > Alexander Hall",8,21,"3.43 MB","0.24 Kbps"
88,"Top > Von Neumann Hall",8,10,"2.61 MB","0.23 Kbps"
89,"Top > 199 Nassau St.",7,9,"2.39 MB","0.36 Kbps"
90,"Top > Mudd Library",4,13,"1.97 MB","0.04 Kbps"
91,"Top > 294 Alexander Street",3,3,"1.59 MB","0.11 Kbps"
92,"Top > Bendheim Center for Finance",4,19,"1.56 MB","0.10 Kbps"
93,"Top > 282 Alexander",3,11,"1.51 MB","0.23 Kbps"
94,"Top > PU Press",7,14,"1.37 MB","0.03 Kbps"
95,"Top > 1952 Field House",2,6,"1.29 MB","0.20 Kbps"
96,"Top > Henry House",3,5,"0.93 MB","0.17 Kbps"
97,"Top > Roberts Stadium",3,11,"0.86 MB","0.06 Kbps"
98,"Top > 179-183 Nassau St.",0,4,"0.80 MB","0.28 Kbps"
99,"Top > 169 Nassau St.",5,12,"0.76 MB","0.27 Kbps"
100,"Top > Elementary Particles Lab",3,3,"0.61 MB","0.03 Kbps"
101,"Top > Friend Center",5,6,"0.57 MB","0.01 Kbps"
102,"Top > 5 Ivy Lane",3,3,"0.54 MB","0.04 Kbps"
103,"Top > Haaga House",1,8,"0.47 MB","0.07 Kbps"
104,"Top > LCA",3,3,"0.46 MB","0.12 Kbps"
105,"Top > 58 Prospect",5,15,"0.45 MB","0.02 Kbps"
106,"Top > Chapel",1,3,"0.24 MB","0.02 Kbps"
107,"Top > 350 Alexander",3,5,"0.21 MB","0.06 Kbps"
108,"Top > Forrestal Campus > Recap",1,1,"0.09 MB","0.02 Kbps"
109,"Top > Chilled Water-CoGen-ElmSubStation > Elm Drive Sub Station",0,1,"0.03 MB","0.03 Kbps"
110,"Top > Cordish Family Pavilion",0,1,"0.01 MB","0 Kbps"
111,"Top > Charlton St Substation",0,1,"0 MB","0 Kbps"
112,"Top > 16 Stockton St.",1,1,"0 MB","0 Kbps"
113,"Top > West Windsor Maintenance Yard",0,1,"0 MB","0 Kbps"
114,"Top > Dodge Hall",4,4,"0 MB","0 Kbps"
115,"Top > HPCRC - 151 Forrestal Rd.",0,0,"0 MB","0 Kbps"
116,"Top > Aaron Burr",4,4,"0 MB","0 Kbps"
117,"Top > Fitzrandolph Observatory",0,0,"0 MB","0 Kbps"
118,"Top > 171 Broadmead St.",0,0,"0 MB","0 Kbps"
119,"Top > 262 Alexander St.",2,2,"0 MB","0 Kbps"
120,"Top > Forrestal Campus > PUAM-SF",0,0,"0 MB","0 Kbps"
121,Top,0,0,"0 MB","0 Kbps"
122,"Top > Clark Field",0,0,"0 MB","0 Kbps"
123,"Top > Scheide Caldwell House",2,2,"0 MB","0 Kbps"
124,"Top > Center for Jewish Life",1,1,"0 MB","0 Kbps"
125,"Top > Forrestal Campus > Printing Services",0,0,"0 MB","0 Kbps"
126,"Top > Murray-Dodge",2,2,"0 MB","0 Kbps"
127,"Top > 26 College Road West",0,0,"0 MB","0 Kbps"
128,"Top > Green Hall",0,0,"0 MB","0 Kbps"
129,"Top > 34-Chambers",5,5,"0 MB","0 Kbps"
130,"Top > McCormick Hall",2,2,"0 MB","0 Kbps"
131,"Top > Friend Center > Friend Center Event APs",0,0,"0 MB","0 Kbps"
